1	('a a',)
2	('a and',)
1	('a b',)
3	('a baboon',)
2	('a baby',)
4	('a bachelor',)
9	('a bad',)
1	('a baleful',)
4	('a band',)
1	('a bank',)
1	('a bar',)
2	('a bare',)
1	('a bargain',)
1	('a barmaid',)
3	('a barred',)
6	('a barrier',)
1	('a basin',)
1	('a basket',)
1	('a basketful',)
1	('a bat',)
1	('a bath',)
1	('a battered',)
1	('a battle',)
1	('a bean',)
1	('a beautiful',)
2	('a beauty',)
2	('a bed',)
2	('a bedroom',)
1	('a bee',)
2	('a beggar',)
2	('a belief',)
3	('a bell',)
1	('a benefactor',)
1	('a beneficial',)
3	('a benefit',)
1	('a bent',)
1	('a best',)
1	('a bet',)
18	('a better',)
5	('a bias',)
1	('a bible',)
1	('a big',)
1	('a bijou',)
12	('a bill',)
3	('a bird',)
4	('a bit',)
1	('a bite',)
1	('a bitter',)
8	('a black',)
1	('a bland',)
1	('a blaze',)
3	('a blind',)
2	('a bloody',)
2	('a blow',)
3	('a blunt',)
1	('a board',)
1	('a boarding',)
1	('a boat',)
1	('a bob',)
22	('a body',)
1	('a bohemian',)
1	('a boiling',)
1	('a bold',)
2	('a bonnet',)
1	('a bonny',)
2	('a book',)
2	('a boot',)
1	('a booted',)
1	('a boundless',)
1	('a bouquet',)
2	('a box',)
1	('a boy',)
1	("a boy's",)
1	('a brain',)
9	('a branch',)
1	('a branded',)
2	('a brave',)
5	('a breach',)
1	('a breath',)
1	('a brickish',)
1	("a bride's",)
1	('a bridge',)
1	('a bridle',)
3	('a brief',)
5	('a bright',)
2	('a brighter',)
2	('a brilliant',)
1	('a brilliantly',)
1	('a brisk',)
3	('a british',)
7	('a broad',)
1	('a broader',)
2	('a broken',)
1	('a brooch',)
1	('a brother',)
3	('a brown',)
3	('a brute',)
1	('a builder',)
1	('a bulge',)
2	('a bulldog',)
2	('a bundle',)
1	('a burden',)
1	('a burr',)
1	('a burst',)
5	('a business',)
1	("a butcher's",)
2	('a by',)
14	('a cab',)
1	('a cabinet',)
1	('a cabman',)
1	('a caesar',)
1	('a cage',)
1	('a calamity',)
2	('a calculation',)
1	('a calf',)
1	('a california',)
2	('a call',)
1	('a camera',)
1	('a camp',)
1	('a campaign',)
4	('a candid',)
2	('a candidate',)
2	('a candle',)
1	('a cap',)
2	('a capacity',)
2	('a capital',)
1	('a captured',)
1	('a caraffe',)
4	('a card',)
1	('a care',)
4	('a careful',)
5	('a carriage',)
1	('a cart',)
1	('a cascade',)
20	('a case',)
1	('a caseful',)
